SampleID,A type,B type,RealData [yes=1]
train3605,Numerical,Numerical,0
train3606,Numerical,Numerical,0
train3607,Categorical,Binary,1
train3608,Numerical,Numerical,1
train3609,Numerical,Numerical,0
train3610,Numerical,Binary,0
train3611,Numerical,Numerical,1
train3612,Categorical,Binary,0
train3613,Numerical,Numerical,1
train3614,Binary,Numerical,0
train3615,Numerical,Categorical,0
train3616,Numerical,Numerical,0
train3617,Binary,Numerical,0
train3618,Numerical,Numerical,0
train3619,Numerical,Numerical,0
train3620,Numerical,Numerical,0
train3621,Numerical,Numerical,0
train3622,Binary,Numerical,0
train3623,Numerical,Categorical,0
train3624,Numerical,Numerical,0
train3625,Categorical,Numerical,1
train3626,Categorical,Numerical,0
train3627,Numerical,Numerical,0
train3628,Binary,Numerical,0
train3629,Categorical,Numerical,0
train3630,Numerical,Numerical,1
train3631,Numerical,Numerical,0
train3632,Categorical,Numerical,1
train3633,Numerical,Numerical,1
train3634,Numerical,Binary,0
train3635,Numerical,Numerical,0
train3636,Categorical,Categorical,0
train3637,Categorical,Binary,0
train3638,Numerical,Numerical,1
train3639,Categorical,Numerical,0
train3640,Numerical,Binary,0
train3641,Numerical,Categorical,0
train3642,Numerical,Binary,0
train3643,Categorical,Numerical,0
train3644,Numerical,Numerical,0
train3645,Numerical,Binary,0
train3646,Numerical,Numerical,0
train3647,Categorical,Numerical,0
train3648,Numerical,Binary,0
train3649,Numerical,Numerical,0
train3650,Numerical,Numerical,0
train3651,Numerical,Numerical,0
train3652,Numerical,Binary,0
train3653,Numerical,Numerical,0
train3654,Numerical,Numerical,0
train3655,Numerical,Categorical,0
train3656,Numerical,Binary,0
train3657,Numerical,Numerical,0
train3658,Numerical,Numerical,0
train3659,Categorical,Numerical,0
train3660,Numerical,Binary,0
train3661,Categorical,Numerical,0
train3662,Numerical,Numerical,1
train3663,Numerical,Numerical,0
train3664,Categorical,Numerical,0
train3665,Numerical,Categorical,0
train3666,Numerical,Numerical,0
train3667,Numerical,Numerical,0
train3668,Numerical,Numerical,1
train3669,Numerical,Categorical,1
train3670,Numerical,Numerical,0
train3671,Numerical,Numerical,0
train3672,Numerical,Numerical,0
train3673,Numerical,Numerical,0
train3674,Numerical,Binary,0
train3675,Numerical,Numerical,0
train3676,Binary,Numerical,0
train3677,Numerical,Numerical,1
train3678,Numerical,Numerical,0
train3679,Numerical,Numerical,0
train3680,Categorical,Numerical,0
train3681,Binary,Numerical,0
train3682,Numerical,Numerical,0
train3683,Binary,Numerical,0
train3684,Numerical,Numerical,1
train3685,Numerical,Numerical,0
train3686,Numerical,Categorical,0
train3687,Numerical,Numerical,0
train3688,Numerical,Binary,0
train3689,Numerical,Binary,1
train3690,Numerical,Categorical,0
train3691,Numerical,Numerical,1
train3692,Numerical,Categorical,0
train3693,Numerical,Numerical,0
train3694,Numerical,Numerical,0
train3695,Binary,Numerical,0
train3696,Numerical,Numerical,0
train3697,Numerical,Numerical,0
train3698,Numerical,Numerical,0
train3699,Numerical,Numerical,0
train3700,Numerical,Numerical,0
train3701,Numerical,Numerical,0
train3702,Numerical,Categorical,0
train3703,Numerical,Categorical,1
train3704,Numerical,Numerical,1
train3705,Numerical,Numerical,1
train3706,Numerical,Categorical,0
train3707,Numerical,Numerical,0
train3708,Numerical,Binary,0
train3709,Numerical,Numerical,0
train3710,Numerical,Categorical,0
train3711,Numerical,Numerical,0
train3712,Numerical,Categorical,0
train3713,Numerical,Categorical,0
train3714,Numerical,Categorical,0
train3715,Numerical,Numerical,0
train3716,Binary,Categorical,1
train3717,Categorical,Numerical,0
train3718,Categorical,Binary,1
train3719,Numerical,Numerical,1
train3720,Binary,Numerical,1
train3721,Binary,Numerical,0
train3722,Binary,Numerical,0
train3723,Numerical,Numerical,1
train3724,Numerical,Numerical,0
train3725,Categorical,Numerical,0
train3726,Numerical,Numerical,0
train3727,Numerical,Numerical,0
train3728,Numerical,Numerical,0
train3729,Numerical,Binary,0
train3730,Numerical,Numerical,0
train3731,Numerical,Numerical,1
train3732,Binary,Numerical,0
train3733,Binary,Categorical,0
train3734,Numerical,Numerical,0
train3735,Numerical,Numerical,0
train3736,Binary,Categorical,0
train3737,Numerical,Numerical,0
train3738,Numerical,Numerical,0
train3739,Numerical,Numerical,1
train3740,Numerical,Binary,0
train3741,Binary,Categorical,0
train3742,Numerical,Numerical,1
train3743,Numerical,Numerical,0
train3744,Numerical,Numerical,0
train3745,Numerical,Numerical,1
train3746,Binary,Numerical,0
train3747,Numerical,Numerical,0
train3748,Numerical,Numerical,1
train3749,Numerical,Binary,0
train3750,Numerical,Numerical,1
train3751,Categorical,Numerical,1
train3752,Categorical,Numerical,0
train3753,Numerical,Numerical,0
train3754,Numerical,Numerical,0
train3755,Categorical,Categorical,0
train3756,Numerical,Binary,0
train3757,Numerical,Numerical,0
train3758,Numerical,Binary,0
train3759,Numerical,Numerical,0
train3760,Numerical,Numerical,1
train3761,Binary,Numerical,1
train3762,Numerical,Numerical,0
train3763,Numerical,Numerical,0
train3764,Categorical,Numerical,0
train3765,Numerical,Numerical,0
train3766,Numerical,Numerical,1
train3767,Numerical,Numerical,0
train3768,Numerical,Numerical,0
train3769,Numerical,Numerical,0
train3770,Numerical,Binary,0
train3771,Numerical,Numerical,0
train3772,Numerical,Numerical,1
train3773,Numerical,Binary,0
train3774,Binary,Numerical,0
train3775,Numerical,Numerical,0
train3776,Binary,Numerical,0
train3777,Numerical,Numerical,0
train3778,Numerical,Numerical,0
train3779,Categorical,Numerical,0
train3780,Numerical,Numerical,0
train3781,Numerical,Binary,0
train3782,Numerical,Numerical,0
train3783,Numerical,Numerical,1
train3784,Numerical,Binary,0
train3785,Numerical,Categorical,0
train3786,Numerical,Numerical,0
train3787,Numerical,Numerical,1
train3788,Numerical,Numerical,0
train3789,Numerical,Numerical,0
train3790,Categorical,Numerical,0
train3791,Numerical,Numerical,1
train3792,Binary,Numerical,0
train3793,Numerical,Numerical,1
train3794,Numerical,Numerical,0
train3795,Numerical,Numerical,0
train3796,Binary,Numerical,0
train3797,Binary,Numerical,0
train3798,Categorical,Binary,0
train3799,Numerical,Categorical,0
train3800,Numerical,Numerical,0
train3801,Numerical,Categorical,0
train3802,Numerical,Numerical,0
train3803,Binary,Numerical,0
train3804,Numerical,Numerical,0
train3805,Numerical,Numerical,0
train3806,Numerical,Numerical,0
train3807,Numerical,Categorical,1
train3808,Numerical,Categorical,0
train3809,Binary,Numerical,0
train3810,Numerical,Numerical,1
train3811,Numerical,Numerical,0
train3812,Numerical,Numerical,0
train3813,Binary,Numerical,0
train3814,Numerical,Numerical,0
train3815,Categorical,Numerical,0
train3816,Numerical,Numerical,0
train3817,Numerical,Numerical,0
train3818,Categorical,Numerical,0
train3819,Numerical,Numerical,1
train3820,Categorical,Numerical,0
train3821,Numerical,Numerical,1
train3822,Numerical,Numerical,0
train3823,Numerical,Numerical,1
train3824,Numerical,Binary,0
train3825,Numerical,Numerical,1
train3826,Numerical,Numerical,0
train3827,Numerical,Numerical,0
train3828,Numerical,Categorical,0
train3829,Binary,Numerical,0
train3830,Categorical,Numerical,0
train3831,Numerical,Numerical,0
train3832,Numerical,Numerical,0
train3833,Numerical,Binary,0
train3834,Numerical,Numerical,0
train3835,Categorical,Categorical,1
train3836,Numerical,Numerical,0
train3837,Numerical,Numerical,0
train3838,Categorical,Numerical,1
train3839,Numerical,Binary,0
train3840,Categorical,Binary,0
train3841,Binary,Categorical,0
train3842,Numerical,Numerical,0
train3843,Numerical,Categorical,0
train3844,Categorical,Binary,0
train3845,Binary,Numerical,0
train3846,Numerical,Numerical,0
train3847,Numerical,Numerical,0
train3848,Numerical,Binary,0
train3849,Numerical,Binary,0
train3850,Numerical,Numerical,0
train3851,Categorical,Numerical,0
train3852,Numerical,Numerical,0
train3853,Numerical,Numerical,0
train3854,Numerical,Numerical,0
train3855,Numerical,Numerical,1
train3856,Categorical,Numerical,1
train3857,Numerical,Numerical,0
train3858,Numerical,Numerical,1
train3859,Numerical,Categorical,0
train3860,Numerical,Binary,0
train3861,Binary,Categorical,0
train3862,Categorical,Numerical,0
train3863,Numerical,Numerical,0
train3864,Numerical,Numerical,0
train3865,Categorical,Numerical,0
train3866,Numerical,Numerical,0
train3867,Numerical,Numerical,1
train3868,Numerical,Numerical,1
train3869,Numerical,Numerical,0
train3870,Numerical,Numerical,1
train3871,Numerical,Categorical,0
train3872,Numerical,Numerical,0
train3873,Numerical,Numerical,0
train3874,Numerical,Numerical,0
train3875,Numerical,Numerical,0
train3876,Numerical,Numerical,0
train3877,Numerical,Numerical,0
train3878,Numerical,Categorical,0
train3879,Numerical,Binary,0
train3880,Numerical,Numerical,0
train3881,Numerical,Numerical,1
train3882,Numerical,Binary,0
train3883,Numerical,Categorical,1
train3884,Numerical,Numerical,1
train3885,Numerical,Numerical,0
train3886,Numerical,Numerical,0
train3887,Numerical,Numerical,0
train3888,Numerical,Numerical,0
train3889,Binary,Numerical,0
train3890,Numerical,Numerical,0
train3891,Categorical,Numerical,1
train3892,Categorical,Categorical,0
train3893,Categorical,Numerical,1
train3894,Numerical,Binary,0
train3895,Numerical,Numerical,1
train3896,Numerical,Numerical,0
train3897,Binary,Numerical,0
train3898,Numerical,Categorical,0
train3899,Numerical,Binary,0
train3900,Numerical,Numerical,0
train3901,Categorical,Numerical,0
train3902,Numerical,Numerical,0
train3903,Numerical,Numerical,1
train3904,Numerical,Categorical,0
train3905,Numerical,Numerical,0
train3906,Binary,Numerical,0
train3907,Numerical,Numerical,1
train3908,Numerical,Binary,0
train3909,Numerical,Numerical,1
train3910,Categorical,Numerical,0
train3911,Numerical,Numerical,0
train3912,Numerical,Numerical,0
train3913,Numerical,Numerical,0
train3914,Numerical,Numerical,0
train3915,Numerical,Numerical,0
train3916,Numerical,Numerical,1
train3917,Numerical,Numerical,0
train3918,Categorical,Numerical,0
train3919,Numerical,Numerical,1
train3920,Numerical,Numerical,1
train3921,Numerical,Numerical,1
train3922,Numerical,Numerical,0
train3923,Numerical,Numerical,0
train3924,Categorical,Numerical,0
train3925,Numerical,Binary,0
train3926,Numerical,Numerical,0
train3927,Numerical,Numerical,0
train3928,Numerical,Numerical,1
train3929,Numerical,Binary,0
train3930,Categorical,Numerical,0
train3931,Categorical,Numerical,0
train3932,Binary,Numerical,0
train3933,Numerical,Numerical,0
train3934,Numerical,Numerical,0
train3935,Numerical,Numerical,1
train3936,Binary,Numerical,0
train3937,Numerical,Numerical,0
train3938,Numerical,Binary,0
train3939,Numerical,Numerical,1
train3940,Numerical,Numerical,0
train3941,Categorical,Categorical,0
train3942,Numerical,Numerical,0
train3943,Numerical,Numerical,0
train3944,Numerical,Categorical,0
train3945,Numerical,Numerical,0
train3946,Numerical,Numerical,0
train3947,Numerical,Numerical,0
train3948,Numerical,Numerical,0
train3949,Numerical,Numerical,0
train3950,Numerical,Numerical,0
train3951,Numerical,Numerical,0
train3952,Numerical,Numerical,0
train3953,Numerical,Numerical,0
train3954,Numerical,Numerical,0
train3955,Numerical,Categorical,0
train3956,Numerical,Numerical,0
train3957,Numerical,Categorical,0
train3958,Numerical,Numerical,1
train3959,Numerical,Numerical,0
train3960,Numerical,Numerical,0
train3961,Categorical,Categorical,0
train3962,Numerical,Numerical,0
train3963,Binary,Numerical,1
train3964,Numerical,Numerical,0
train3965,Numerical,Numerical,0
train3966,Numerical,Numerical,0
train3967,Numerical,Numerical,0
train3968,Numerical,Numerical,0
train3969,Numerical,Numerical,0
train3970,Numerical,Numerical,0
train3971,Numerical,Binary,0
train3972,Numerical,Numerical,0
train3973,Numerical,Categorical,0
train3974,Numerical,Numerical,0
train3975,Binary,Numerical,0
train3976,Categorical,Numerical,1
train3977,Numerical,Numerical,0
train3978,Numerical,Numerical,0
train3979,Categorical,Numerical,0
train3980,Numerical,Binary,0
train3981,Numerical,Numerical,0
train3982,Categorical,Binary,0
train3983,Binary,Numerical,1
train3984,Numerical,Numerical,0
train3985,Numerical,Binary,0
train3986,Numerical,Numerical,0
train3987,Numerical,Numerical,0
train3988,Numerical,Categorical,0
train3989,Categorical,Numerical,1
train3990,Numerical,Numerical,0
train3991,Numerical,Binary,0
train3992,Numerical,Numerical,0
train3993,Binary,Numerical,1
train3994,Binary,Numerical,0
train3995,Numerical,Numerical,0
train3996,Numerical,Numerical,0
train3997,Numerical,Numerical,0
train3998,Numerical,Numerical,1
train3999,Numerical,Numerical,1
train4000,Binary,Numerical,1
train4001,Categorical,Binary,1
train4002,Numerical,Numerical,0
train4003,Numerical,Numerical,0
train4004,Numerical,Numerical,0
train4005,Numerical,Numerical,1
train4006,Numerical,Numerical,1
train4007,Numerical,Numerical,0
train4008,Numerical,Numerical,1
train4009,Numerical,Numerical,1
train4010,Categorical,Numerical,0
train4011,Binary,Numerical,0
train4012,Numerical,Numerical,0
train4013,Binary,Categorical,0
train4014,Numerical,Numerical,0
train4015,Numerical,Numerical,0
train4016,Numerical,Numerical,0
train4017,Numerical,Numerical,1
train4018,Numerical,Binary,0
train4019,Numerical,Numerical,0
train4020,Numerical,Numerical,0
train4021,Numerical,Numerical,0
train4022,Binary,Numerical,0
train4023,Numerical,Numerical,0
train4024,Numerical,Numerical,0
train4025,Numerical,Numerical,0
train4026,Numerical,Numerical,1
train4027,Numerical,Binary,0
train4028,Numerical,Numerical,0
train4029,Numerical,Numerical,0
train4030,Numerical,Numerical,0
train4031,Numerical,Numerical,0
train4032,Numerical,Categorical,1
train4033,Numerical,Numerical,0
train4034,Numerical,Numerical,0
train4035,Numerical,Numerical,1
train4036,Numerical,Numerical,0
train4037,Numerical,Numerical,0
train4038,Binary,Categorical,0
train4039,Numerical,Numerical,0
train4040,Numerical,Numerical,1
train4041,Numerical,Binary,0
train4042,Numerical,Binary,0
train4043,Numerical,Numerical,0
train4044,Categorical,Numerical,1
train4045,Numerical,Numerical,1
train4046,Numerical,Categorical,0
train4047,Numerical,Numerical,0
train4048,Numerical,Numerical,1
train4049,Binary,Numerical,0
train4050,Categorical,Numerical,0
